Emoji	Count
🌧	233
✂️	233
👌🏼	232
👨	231
🈵	231
♣️	231
🥢	230
💅🏻	230
🍛	229
✍🏻	229
🇾🇪	228
⏱️	228
🖥	226
🇰🇼	226
📋	225
🔙	224
🛡️	223
🐆	223
🇩🇿	223
✋🏻	223
😦	222
☃️	222
🪴	221
🤲🏼	220
🅾	220
🥧	218
🔘	218
🥤	217
🔅	217
🎻	217
🦢	216
🤜	216
🏥	216
🏊	216
🕰	215
🦜	214
㊙️	213
🛎	212
🟫	211
🐗	211
👉🏽	210
☘	209
🤚🏻	208
🏳️	208
🦩	207
🇳🇱	206
🦒	205
🐞	205
🇵🇷	205
🥪	204
💷	204
▫	203
🇻🇳	202
🛌	201
🏴󠁧󠁢󠁳󠁣󠁴󠁿	201
✌🏽	201
⛳	201
🇪🇨	200
8️⃣	200
🗞	199
🐜	199
🏖️	199
🙋🏻‍♂️	198
🇵🇹	198
🕐	197
🐓	197
🎞️	196
👩	195
🐄	195
🥨	194
👊🏼	194
🇹🇼	194
🧚🏻‍♀️	193
🔖	193
🏖	193
🎡	193
🌪️	193
🤦🏾‍♀️	192
🤞🏾	192
📀	192
🏏	192
👂	191
🚓	189
👒	189
👆🏻	189
🥄	188
👐	188
🏯	188
🇬🇼	188
🍤	187
♦	187
🪶	186
🦷	186
🥗	186
🤷🏾‍♂️	186
✊🏾	186
↗️	186
🚕	185
🐵	185
🈳	185
🧣	184
🇨🇭	184
↪	184
🚲	183
⛩️	183
🩰	182
🐋	182
🤛	181
🤌🏼	180
🏢	180
🇷🇸	180
🏃🏻‍♀️	179
🦸🏻‍♂️	178
🙅	178
🖥️	178
6⃣	178
🍲	177
👗	176
🐻‍❄️	176
🎪	176
🈹	176
🚮	175
🚌	175
🚅	175
✴️	175
#️⃣	174
🧎‍♀️	173
🖐🏻	173
♂️	173
💶	172
🌨	172
♀️	172
🧚	170
🌥	170
✊🏼	169
🦐	168
💹	168
🦝	167
🏟️	167
🪖	166
🐅	166
🍝	166
🅰	166
🃏	166
🛕	165
🎓	165
🌜	165
🅱️	165
ℹ️	165
🕸️	164
🔛	164
👔	164
👍🏾	164
🎗	164
🧩	163
🗡	163
👉🏾	163
🚦	162
🇵🇸	162
🥝	161
🚿	161
🟤	160
🔓	160
🗾	159
🕺🏻	159
📿	159
👦	158
🇮🇶	158
🎣	157
🍢	157
🇧🇪	157
☎	157
™️	156
🇵🇪	155
🇮🇱	155
🤷🏽‍♂️	154
🕸	154
🪸	153
🤷🏽‍♀️	153
🦂	152
🚢	152
📄	152
🤦🏻	151
🤞🏽	151
📨	151
💃🏽	151
🏴	150
🇲🇾	150
🤙🏼	148
🇺🇳	148
⛽	148
🗼	147
🏝️	147
🏓	146
✳️	146
🥖	145
🕉	145
🎠	145
🤦🏽	144
🔨	144
🏩	143
🇦🇹	143
🟪	142
💁🏻‍♀️	142
🎍	142
✌🏾	142
🤲🏽	141
🤌🏽	141
💒	141
👌🏾	141
🇭🇺	141
✌🏿	141
⏪	141
🤌🏾	138
🗯️	138
🎴	138
🇸🇪	138
🖕🏻	137
🌤️	137
🇳🇴	137
☢️	136
7⃣	136
🚔	135
✊🏿	135
🧎🏻‍♀️	134
🥎	134
🕉️	134
👌🏽	134
👊🏽	134
🏨	134
🇶🇦	134
🥥	133
🕌	133
🧲	132
🚶‍♀️	132
🚤	132
🚋	132
👦🏻	132
👯‍♀️	131
⛈️	131
Ⓜ️	131
🪞	130
👘	130
👉🏿	130
🇿🇦	130
🔋	129
🌭	129
🚹	128
💃🏼	128
🤘🏼	127
♾	127
↘️	127
🪂	126
🇸🇻	126
🏕	125
🥬	124
🟰	124
🚺	124
🔌	124
💁‍♂️	124
👴	124
🇺🇾	124
🚧	123
🖖	123
🏵️	123
⛈	123
🧳	122
🥓	122
⛓️	122
⚙️	122
🫒	121
🪬	121
🪦	121
🗡️	121
🤷🏼‍♀️	120
🛼	120
🗞️	120
♾️	120
🗝️	119
🇪🇦	119
🚄	118
👋🏼	118
🤷🏾‍♀️	117
🚴‍♂️	117
💪🏿	117
👜	117
🎏	117
✳	117
🧑‍🍳	116
🦥	116
🚡	116
🗯	116
❤‍🔥	116
🐛	115
🏉	115
🎗️	115
🌘	114
🌆	114
🇬🇷	114
🧋	113
🦶	113
👫	113
☮️	113
🦕	112
🥋	112
🏃🏻‍♂️	112
🎷	112
🎐	112
🤲🏾	111
👸🏻	111
🌗	111
🌇	111
✏	111
♨	111
📛	110
🎖️	110
🪡	109
🦮	109
🚶‍♂️	109
🧦	108
🎱	108
🇴🇲	108
🤸	107
🚜	107
🙇🏻	107
🇩🇰	107
⚜	107
◀	107
↗	107
🫖	106
🧶	106
🛍️	106
🥯	105
🛀	105
🍽️	105
🧟‍♀️	104
🦠	104
🙋🏼‍♀️	104
🖌	104
🏍	104
🧱	103
🦎	103
🤙🏽	103
🖊	103
✍🏼	103
☹	103
↔️	103
🤴	102
⛲	102
☂	102
9⃣	102
🧽	101
📙	101
💼	101
💆	101
👖	101
💁	100
🏳️‍⚧️	100
🇨🇵	100
🪔	99
🙅‍♀️	99
🕳	99
🎒	99
◀️	99
🦵	98
🦧	98
🥭	98
🛬	98
🗻	98
👛	98
👏🏿	98
👈🏿	98
🛵	97
⛵	97
☠	97
🤘🏽	96
🕹️	96
👬	96
👩🏻	96
🏙️	96
🏃🏻	96
🌖	96
🪅	95
🩹	95
🚛	95
🕛	95
👯	95
🎅	95
✒️	95
🧘🏻	94
🤺	94
🤷🏼‍♂️	94
♠	94
🫰🏼	93
🧟‍♂️	93
🦙	93
🤝🏼	93
🛹	93
🖋	93
🕶	93
📔	93
🇮🇪	93
⛑️	92
🫴	91
🧙‍♂️	91
👭	91
⛺	91
💃🏾	90
👧🏻	90
🎳	90
🚁	89
📶	89
🌦️	89
🤟🏼	88
🛩️	87
👵	87
🏞️	87
🧜‍♀️	86
🤜🏻	86
📬	86
🎢	86
🌂	86
🩲	85
🧙‍♀️	85
🤝🏾	85
🕷️	85
🏪	85
🇺🇬	85
🀄	85
↔	85
®️	85
🚶🏻‍♀️	84
📒	84
🇨🇷	84
📫	83
💽	83
💺	83
🐡	83
🏒	83
🌒	83
🇭🇳	83
☯️	83
🔂	82
📁	82
🇳🇿	82
🇦🇿	82
🪲	81
🤿	81
🤛🏻	81
🛠	81
🏺	81
🇩🇴	81
🅱	81
☪️	81
🧴	80
🧕	80
📧	80
💾	80
🪓	79
🧭	79
🧍‍♀️	79
🛩	79
🚊	79
🙌🏿	79
🙇‍♀	79
🏌️	79
🈺	79
🇫🇮	79
✋🏼	79
🤦🏼‍♂️	78
🙅‍♂️	78
👮‍♂️	78
👎🏼	78
🏛	78
🚴	77
🖌️	77
↪️	77
🕘	76
♍	76
♋	76
☄	76
🫵🏾	75
🪘	75
🕹	75
👈🏽	75
🏍️	75
🚐	74
🙋🏻	74
👮	74
🏛️	74
⛸	74
☝🏼	74
🪨	73
🧍🏻‍♀️	73
🗺	73
🕑	73
📴	73
👩‍❤️‍💋‍👨	73
👍🏿	73
🇰🇪	73
🅾️	73
◻️	73
🧘	72
🏜	72
🌦	72
🈶	72
🦪	71
🥅	71
🛰	71
👨‍🍳	71
🌓	71
🈯	71
🇵🇾	71
✒	71
⏭️	71
🪪	70
🧚‍♂️	70
🤝🏽	70
🛏	70
🚣‍♀️	70
🔈	70
🐁	70
🌨️	70
🧚🏻	69
🖊️	69
👈🏾	69
👈🏼	69
👆🏿	69
🇸🇬	69
🧰	68
🙅🏻‍♀️	68
📼	68
👨‍👩‍👧	68
👊🏾	68
👃	68
🫵🏼	67
🧑‍🚀	67
🧎	67
🤷🏻	67
🤦🏿‍♂️	67
🖕🏼	67
👩‍💻	67
🇯🇲	67
🇬🇪	67
♈	67
🦘	66
🛰️	66
🚆	66
🔧	66
🔚	66
🐕‍🦺	66
🐃	66
🏊‍♂️	66
🌥️	66
⬅	66
🦓	65
🛋️	65
🚽	65
🗨️	65
📓	65
📑	65
💅🏼	65
🌬️	65
🌔	65
🖕🏽	64
🔬	64
⛰	64
♣	64
🦶🏻	63
🤲🏿	63
🥽	62
🥘	62
🙇🏼‍♀️	62
🙆🏻	62
🖍	62
📃	62
👋🏽	62
🏳	62
🇪🇪	62
🇨🇿	62
〽️	62
♐	62
🪧	61
🤸‍♀️	61
🕶️	61
🕙	61
🌉	61
🧑‍💻	60
🧎🏻	60
🧅	60
🚰	60
🔦	60
🇰🇿	60
⚒️	60
🧉	59
🧃	59
🏔	59
🈲	59
⛰️	59
♊	59
🪥	58
🧜‍♂️	58
🧍	58
🦗	58
🥮	58
🛠️	58
🙆🏾‍♂️	58
🔯	58
👪	58
🐪	58
🇦🇲	58
⚖	58
🥙	57
📯	57
👩‍🦰	57
🏵	57
🇳🇮	57
⛱	57
⏲️	57
🧂	56
🗑	56
👬🏻	56
👋🏾	56
🆒	56
🧾	55
🕵️	55
👱🏻‍♀️	55
🫑	54
🦹	54
🦃	54
🤸🏻‍♀️	54
🤸‍♂️	54
🙆🏻‍♂️	54
🕓	54
📂	54
💏	54
💅🏽	54
🏋️‍♂️	54
⛱️	54
♏	54
🫶🏿	53
🫱🏻‍🫲🏾	53
🗒	53
🖋️	53
🔭	53
🔉	53
👞	53
👌🏿	53
⬆	53
♌	53
♉	53
☪	53
🧘‍♀️	52
🕰️	52
🕖	52
🕔	52
📏	52
👆🏽	52
🇸🇳	52
⏲	52
🫕	51
🧈	51
🚞	51
🗑️	51
🔕	51
👨‍⚕️	51
🏄	51
🇭🇷	51
🪑	50
🤴🏻	50
👨‍💻	50
🇦🇫	50
↙️	50
8⃣	50
*️⃣	50
🤷🏿‍♂️	49
🚝	49
🖕🏿	49
🖕🏾	49
🕺🏾	49
💆🏻‍♀️	49
👎🏾	49
⚙	49
🧟	48
🥼	48
🥏	48
🛶	48
🙋🏼‍♂️	48
🙇🏽‍♂️	48
👢	48
🏸	48
🏋️‍♀️	48
❤‍🩹	48
🦏	47
🥾	47
🚶🏻‍♂️	47
👊🏿	47
🏭	47
🍘	47
🌡	47
🇸🇲	47
🇧🇭	47
🪁	46
🧷	46
🚖	46
🐫	46
🏴󠁧󠁢󠁷󠁬󠁳󠁿	46
㊙	46
⛪	46
⛏	46
↘	46
🫱🏻‍🫲🏼	45
🧘‍♂️	45
🧄	45
🦟	45
🤙🏾	45
🔼	45
👂🏻	45
✂	45
🦫	44
👨‍👩‍👧‍👦	44
👎🏽	44
👁‍🗨	44
🏃🏾‍♀️	44
🆖	44
☃	44
🩱	43
🧇	43
🥫	43
🚷	43
🚥	43
🕗	43
👨‍🌾	43
➿	43
☝🏽	43
ℹ	43
🪢	42
🕺🏽	42
💑	42
💆‍♀️	42
⛏️	42
⚰	42
🫵🏽	41
🫳	41
🫱🏼‍🫲🏽	41
🫘	41
🖲️	41
🕳️	41
👩‍❤️‍👨	41
🏧	41
🎎	41
🇵🇦	41
↕️	41
🤰	40
🛎️	40
🚸	40
🚍	40
🙇🏼‍♂️	40
🗨	40
💂	40
🏘	40
🇸🇾	40
🇬🇹	40
🇨🇩	40
✍🏾	40
♿	40
🫔	39
🪗	39
🧚🏻‍♂️	39
🧘🏻‍♀️	39
🧎‍♂️	39
🤸‍♀	39
🛴	39
🔇	39
👮‍♀️	39
👩🏻‍🦰	39
👩‍❤️‍💋‍👩	39
🏙	39
🏋	39
🌩️	39
🈁	39
✡️	39
⛹️	39
⚛️	39
◻	39
⏫	39
🤦🏾	38
🚭	38
🕺🏼	38
👩🏻‍💻	38
🎽	38
🇷🇴	38
🇱🇹	38
🪜	37
🥠	37
🤦🏼	37
🚴‍♀️	37
🚏	37
🕵️‍♂️	37
🔢	37
📳	37
👷	37
👩‍⚕️	37
🏻	37
🏚	37
🏌️‍♀️	37
🇱🇾	37
🇭🇹	37
⚒	37
🧍‍♂️	36
🧌	36
🙋🏽‍♂️	36
👮🏻‍♂️	36
👮🏻‍♀️	36
🌩	36
🇬🇳	36
🇨🇲	36
🇧🇴	36
♒	36
☣	36
🧙	35
🦸‍♂️	35
🦛	35
🤜🏽	35
🤘🏾	35
👸🏼	35
👩‍🦯	35
👐🏻	35
🏞	35
🈚	35
🇹🇳	35
🇲🇱	35
✋🏽	35
🩻	34
🤛🏼	34
🔀	34
💁🏻‍♂️	34
👰‍♀️	34
🏕️	34
🏃🏾‍♂️	34
🇱🇻	34
🇭🇰	34
🧥	33
🧔	33
🧏🏻‍♀️	33
🦬	33
💂‍♂️	33
🏗️	33
🇮🇸	33
Ⓜ	33
🧔🏻	32
🛋	32
🙋🏼	32
🗒️	32
🕕	32
📤	32
👆🏼	32
🎛	32
🈴	32
🇻🇦	32
🇦🇱	32
☯	32
☣️	32
⏹️	32
🧛	31
🧒	31
🦡	31
🤷🏻‍♀	31
🤜🏼	31
🤛🏽	31
🛳	31
🕚	31
💇‍♀️	31
💁🏾‍♀️	31
👴🏻	31
🏄‍♂️	31
🏃🏼‍♀️	31
🌯	31
❇	31
🫱	30
🫰🏽	30
🩳	30
🧑	30
🤷🏽	30
🤏🏽	30
🛝	30
🚎	30
💅🏾	30
👸🏽	30
👰	30
👨‍🔬	30
👝	30
🏊‍♀️	30
🇱🇧	30
✝	30
⏮️	30
⌨️	30
🪣	29
🧞‍♂️	29
🦨	29
🤳🏻	29
🤟🏽	29
🤞🏿	29
🚈	29
👯‍♂️	29
👩‍🍳	29
🇲🇪	29
🇧🇬	29
🧑‍⚖️	28
🧍🏽‍♀️	28
🤝🏿	28
🛣️	28
🚶🏼‍♀️	28
📟	28
👩‍🎓	28
👆🏾	28
🎅🏻	28
🌡️	28
🇸🇴	28
♟	28
☦️	28
🧜🏻‍♀️	27
🦸‍♀️	27
🛻	27
🛟	27
🙇‍♂	27
🕵️‍♀️	27
👸🏾	27
👵🏻	27
👎🏿	27
🏬	27
🏘️	27
🏄‍♀️	27
🇱🇦	27
🇰🇬	27
🪀	26
🧛‍♂️	26
🤳🏾	26
🤚🏼	26
👨‍✈️	26
🏋️	26
♟️	26
♓	26
🫓	25
🧛‍♀️	25
🧍🏻	25
🤟🏾	25
🤏🏾	25
🚻	25
🚇	25
🙋🏽‍♀️	25
🙇🏽‍♀️	25
🖍️	25
👩‍🦳	25
🇳🇵	25
🇰🇭	25
🇧🇩	25
🪱	24
🧮	24
🧜🏼‍♀️	24
🧚🏼‍♂️	24
🛏️	24
🚶🏻	24
🚉	24
🙆🏽‍♂️	24
🖐🏼	24
📐	24
💁🏽‍♀️	24
👱‍♀️	24
👨🏻‍💻	24
👨‍🏫	24
🇿🇼	24
🇲🇨	24
🆎	24
🪚	23
🧻	23
🧑‍🏫	23
🤛🏾	23
🛷	23
🙎‍♂️	23
🙆🏼‍♀️	23
🙅🏻	23
👩‍💼	23
🏗	23
🏑	23
🏌️‍♂️	23
🇲🇲	23
🇲🇫	23
🇱🇷	23
🇰🇵	23
🇧🇦	23
☝🏾	23
🫲	22
🪰	22
🪟	22
🤷🏾	22
🤦🏿‍♀️	22
🤚🏽	22
🤘🏿	22
🚶🏽‍♀️	22
🙋🏾‍♂️	22
🗜	22
🖲	22
🖖🏻	22
🔏	22
💆🏽‍♀️	22
👩‍🌾	22
👨‍❤️‍👨	22
👃🏻	22
🏼	22
🏔️	22
🌫️	22
✍🏽	22
♑	22
↩️	22
🫙	21
🧍🏼‍♀️	21
🧍🏻‍♂️	21
🤸🏽‍♂️	21
🤵🏻	21
🛺	21
🚾	21
🕴️	21
💁🏼‍♀️	21
👲	21
👩🏻‍🍳	21
👨‍🚀	21
👨‍💼	21
